order_id,customer_id,region,category,age,income_usd,quantity,unit_price_usd,discount_pct,notes,junk_code
100379,1502,North,Sports,19.0,74134.0,2,52.07,0,ok,A0
100346,1414,South,Grocery,31.0,57976.0,5,11.51,0,manual,??
100432,1375,West,Clothing,42.0,77596.0,6,54.2,5,ok,Z9
100283,1292,East,Sports,40.0,84583.0,7,49.02,0,ok,Z9
100322,1090,East,Sports,26.0,65769.0,3,56.96,0,ok,X1
100178,1241,South,Electronics,47.0,93085.0,3,24.77,10,manual,??
100859,1259,South,Clothing,21.0,121613.0,3,64.35,5,ok,X1
100665,1409,South,,39.0,104906.0,2,36.47,10,ok,??
100035,1110,East,Home,55.0,40563.0,4,29.84,0,ok,X1
100296,1547,North,Clothing,43.0,64232.0,1,32.31,15,ok,A0
100622,1465,South,Grocery,50.0,74913.0,4,49.98,0,manual,A0
100884,1394,South,Grocery,29.0,59970.0,1,62.52,5,ok,X1
100662,1472,South,Grocery,,79325.0,7,33.65,15,ok,??
100611,1004,North,Sports,13.0,43813.0,6,42.8,5,review,X1
100683,1097,South,Grocery,43.0,76240.0,5,70.37,20,manual,X1
100762,1340,South,Clothing,59.0,51575.0,2,24.45,0,review,Z9
100764,1252,South,Home,29.0,67305.0,3,9.24,0,manual,??
100165,1193,West,Clothing,38.0,110924.0,5,53.86,15,review,X1
100475,1019,East,Home,45.0,19917.0,6,72.77,0,ok,X1
100396,1084,East,Home,51.0,63504.0,4,51.8,5,ok,Z9
100791,1341,South,Electronics,27.0,47555.0,4,35.49,0,ok,Z9
100675,1031,West,Clothing,33.0,51672.0,5,56.33,0,ok,A0
100746,1590,North,Grocery,40.0,72023.0,7,56.56,15,ok,Z9
100117,1007,South,Grocery,23.0,116755.0,4,59.5,5,ok,Z9
100868,1043,West,Electronics,22.0,63087.0,4,71.08,0,manual,X1
100261,1320,East,Home,31.0,61005.0,7,64.31,10,review,Z9
100384,1151,West,Clothing,48.0,42035.0,7,53.62,0,manual,A0
100824,1342,South,Sports,37.0,"85,660",5,28.29,0,ok,A0
100788,1078,North,electrnics,34.0,63269.0,3,33.87,5,ok,??
100782,1537,South,Grocery,35.0,53749.0,2,29.23,5,manual,??
100802,1132,East,electrnics,55.0,105758.0,2,35.49,0,manual,X1
100851,1392,North,Grocery,18.0,29066.0,6,41.45,15,ok,Z9
100560,1261,South,Sports,32.0,41421.0,1,41.8,0,manual,A0
100071,1230,West,home ,37.0,84471.0,2,67.04,15,ok,??
100602,1515,East,Electronics,43.0,47432.0,2,28.21,15,review,X1
100404,1583,North,Clothing,40.0,71365.0,5,65.92,0,ok,X1
100619,1057,East,Clothing,42.0,59565.0,2,56.61,0,ok,A0
100037,1572,South,Clothing,61.0,52450.0,7,53.85,20,,Z9
100334,1482,South,Home,30.0,52087.0,2,42.14,0,ok,X1
100084,1391,North,Home,31.0,84628.0,4,25.03,0,ok,A0
100761,1332,North,Grocery,31.0,63419.0,6,63.81,5,,X1
100208,1026,South,Electronics,58.0,81860.0,2,32.96,0,ok,Z9
100440,1155,East,Electronics,50.0,90526.0,1,29.72,0,ok,??
100741,1323,South,Electronics,40.0,84620.0,2,49.08,0,manual,??
100288,1319,East,Grocery,28.0,86328.0,5,$40.79,5,ok,X1
100628,1275,West,Grocery,28.0,106879.0,7,24.7,10,review,A0
100341,1528,East,Electronics,25.0,84615.0,3,30.35,5,ok,X1
100540,1314,West,Electronics,21.0,80035.0,6,44.19,0,manual,X1
100657,1139,North,Clothing,42.0,103893.0,7,47.11,0,ok,X1
100732,1324,West,Sports,33.0,51014.0,7,41.43,0,review,A0
100394,1413,North,Home,28.0,69317.0,1,41.18,0,ok,Z9
100176,1342,West,Sports,60.0,,6,$20.54,0,ok,A0
100343,1248,East,Grocery,57.0,85890.0,6,50.42,15,review,Z9
100338,1051,East,Grocery,28.0,58484.0,1,48.47,0,ok,??
100302,1449,North,Clothing,42.0,89537.0,6,49.5,0,ok,Z9
100281,1482,South,Grocery,43.0,73506.0,4,31.5,0,manual,??
100872,1559,West,Clothing,39.0,"91,907",4,81.8,10,ok,Z9
100406,1199,West,Sports,26.0,89686.0,2,41.39,0,,??
100865,1439,East,Clothing,38.0,34860.0,6,31.89,0,ok,??
100250,1594,East,Home,24.0,74991.0,6,50.3,10,review,A0
100724,1208,West,Electronics,41.0,22699.0,5,44.52,5,ok,X1
100139,1344,North,Sports,32.0,58826.0,4,33.25,15,,A0
100212,1015,East,Grocery,35.0,73383.0,7,22.49,5,review,??
100626,1073,West,Electronics,20.0,40348.0,3,49.39,5,manual,A0
100737,1493,South,Clothing,45.0,88992.0,2,11.98,0,ok,X1
100258,1287,South,Sports,34.0,92402.0,1,51.01,0,,A0
100563,1185,East,Clothing,14.0,64755.0,3,24.8,0,ok,Z9
100825,1254,North,Home,41.0,91376.0,7,11.44,20,ok,??
100827,1574,East,Grocery,30.0,74362.0,2,46.03,0,ok,??
100545,1334,West,Grocery,42.0,48328.0,1,24.44,10,ok,X1
100126,1137,East,Clothing,-5.0,116925.0,2,4.78,10,ok,X1
100007,1053,West,Clothing,42.0,35077.0,2,51.0,15,ok,A0
100889,1500,East,Home,37.0,107164.0,5,64.26,0,ok,Z9
100040,1553,East,Electronics,30.0,43443.0,2,49.66,15,ok,A0
100360,1073,South,Electronics,42.0,64186.0,4,54.18,5,ok,Z9
100363,1250,West,Clothing,42.0,58863.0,2,43.72,5,ok,??
100686,1546,West,Clothing,48.0,47656.0,6,48.53,5,ok,A0
100721,1066,North,Grocery,29.0,23123.0,6,25.53,0,ok,??
100831,1059,South,Home,44.0,49239.0,7,38.45,15,ok,Z9
100355,1205,North,Home,32.0,46770.0,5,56.68,0,review,X1
100477,1060,West,Electronics,,62245.0,5,45.72,0,ok,X1
100747,1227,West,Electronics,59.0,78335.0,1,25.28,10,ok,A0
100635,1519,West,Home,51.0,76686.0,3,46.1,10,ok,A0
100179,1017,West,Electronics,59.0,23502.0,7,42.96,0,ok,X1
100755,1546,North,Clothing,29.0,88880.0,5,27.25,0,ok,??
100042,1036,West,Grocery,45.0,63328.0,4,86.02,10,ok,Z9
100805,1579,East,Grocery,38.0,67803.0,3,38.01,5,ok,A0
100123,1529,South,Home,16.0,,2,-99,0,manual,Z9
100479,1038,East,Electronics,38.0,102142.0,3,18.37,10,ok,??
100131,1104,North,Electronics,27.0,88016.0,7,40.76,0,manual,A0
100385,1251,East,Home,43.0,53974.0,6,29.28,15,ok,A0
100578,1324,West,Sports,15.0,75908.0,3,17.52,15,ok,X1
100480,1008,East,Clothing,42.0,39673.0,3,36.7,5,manual,X1
100134,1477,South,Electronics,37.0,56621.0,6,26.95,0,ok,A0
100629,1167,South,Electronics,49.0,32734.0,7,28.88,5,ok,??
100052,1389,West,Clothing,43.0,51518.0,6,45.68,15,ok,??
100104,1359,East,Home,13.0,,6,50.62,0,ok,X1
100003,1363,West,Clothing,30.0,63570.0,2,28.84,20,ok,X1
100159,1009,North,Grocery,41.0,58428.0,5,53.78,5,ok,X1
100326,1071,West,Electronics,39.0,61810.0,3,45.6,10,ok,??
100681,1215,South,Electronics,33.0,55293.0,6,55.74,0,ok,X1
100758,1037,North,Electronics,49.0,77348.0,4,22.1,15,manual,X1
100881,1426,West,Home,33.0,87854.0,4,68.75,5,,Z9
100433,1161,West,,52.0,122907.0,6,60.78,10,ok,??
100129,1026,East,Home,22.0,110299.0,1,34.18,10,ok,??
100515,1569,North,Home,16.0,56469.0,2,$62.61,0,ok,A0
100213,1046,West,Clothing,34.0,80791.0,6,53.23,10,ok,Z9
100781,1318,West,Electronics,46.0,82615.0,6,66.15,0,manual,Z9
100890,1019,North,Clothing,43.0,85029.0,4,34.6,0,ok,??
100196,1576,East,Grocery,44.0,78936.0,3,44.28,10,ok,X1
100786,1012,West,Electronics,230.0,95259.0,3,29.34,0,ok,??
100814,1252,South,Home,52.0,46725.0,7,47.1,15,ok,X1
100641,1224,West,Grocery,29.0,85339.0,3,34.28,10,ok,??
100807,1022,West,Home,33.0,57386.0,1,18.36,5,ok,A0
100664,1211,West,,60.0,72790.0,1,73.53,0,review,A0
100509,1574,West,Clothing,48.0,97827.0,4,31.85,15,ok,Z9
100128,1443,East,Sports,40.0,98769.0,1,35.36,10,ok,A0
100871,1178,West,Electronics,44.0,98602.0,5,50.52,0,manual,??
100323,1414,West,Home,28.0,44024.0,4,65.3,10,manual,A0
100417,1155,East,home ,63.0,49289.0,2,,0,,??
100108,1201,North,Home,26.0,64065.0,3,73.65,5,ok,Z9
100033,1133,East,Clothing,10.0,98365.0,5,48.58,20,ok,??
100132,1052,West,Sports,37.0,49772.0,3,40.22,0,ok,A0
100286,1237,South,Clothing,48.0,100992.0,4,21.24,5,manual,Z9
100682,1247,West,Electronics,26.0,48783.0,1,53.56,5,ok,Z9
100796,1293,South,Electronics,17.0,104885.0,1,29.46,0,review,??
100860,1337,North,Home,33.0,53867.0,4,56.32,10,ok,X1
100066,1187,North,Grocery,25.0,26539.0,1,54.7,5,ok,??
100648,1347,East,Sports,16.0,85380.0,5,57.54,5,ok,X1
100149,1455,South,ELECTRONICS,21.0,107352.0,5,60.02,10,manual,A0
100131,1104,North,Electronics,27.0,88016.0,7,40.76,0,ok,??
100299,1166,South,Clothing,27.0,45304.0,5,40.85,15,review,Z9
100794,1238,South,Sports,36.0,35147.0,5,27.25,15,manual,Z9
100510,1131,North,Home,21.0,71300.0,1,40.87,5,,??
100143,1107,North,Clothing,56.0,98203.0,1,41.89,15,ok,X1
100416,1568,North,Grocery,42.0,52763.0,2,30.9,0,ok,Z9
100642,1003,South,Grocery,28.0,44066.0,2,30.12,0,,??
100425,1158,West,Electronics,49.0,72915.0,7,32.5,5,ok,Z9
100097,1379,East,Grocery,35.0,68207.0,7,41.85,10,ok,X1
100121,1203,East,Grocery,49.0,43578.0,6,63.78,15,ok,A0
100561,1279,East,Electronics,39.0,49056.0,7,20.85,0,manual,A0
100571,1518,South,Sports,23.0,29605.0,3,28.5,0,manual,A0
100184,1375,South,Grocery,45.0,31951.0,2,53.15,0,ok,A0
100869,1363,East,Grocery,54.0,75216.0,3,49.83,5,ok,X1
100201,1599,West,Electronics,,43505.0,1,38.91,5,ok,Z9
100166,1330,North,Sports,38.0,55463.0,2,49.07,0,ok,Z9
100885,1374,West,Sports,37.0,46176.0,4,20.04,0,review,A0
100893,1279,South,Grocery,14.0,78795.0,2,48.0,0,review,??
100153,1482,East,Grocery,28.0,114598.0,7,70.35,0,ok,X1
100163,1420,East,Electronics,30.0,55813.0,3,44.49,5,review,X1
100434,1381,West,Grocery,24.0,51726.0,3,59.14,0,ok,A0
100045,1264,South,Grocery,38.0,82862.0,3,$70.79,0,,Z9
100853,1456,North,Home,54.0,103831.0,7,52.6,0,manual,A0
100718,1493,East,Grocery,37.0,64061.0,5,61.69,15,,??
100120,1186,East,Home,40.0,59229.0,6,70.83,0,ok,??
100769,1252,East,home ,46.0,66881.0,1,46.17,0,review,??
100089,1348,West,Home,230.0,39893.0,2,50.19,10,ok,X1
100458,1254,North,Clothing,39.0,87426.0,6,43.52,10,ok,Z9
100517,1389,North,Clothing,35.0,78198.0,3,40.94,0,ok,Z9
100107,1046,North,Clothing,32.0,73330.0,2,41.86,15,manual,Z9
100485,1279,South,Sports,26.0,56564.0,1,41.0,0,ok,Z9
100646,1033,West,Clothing,230.0,58173.0,2,32.62,0,ok,Z9
100312,1443,North,Sports,35.0,97755.0,1,36.35,0,ok,??
100266,1536,South,Clothing,47.0,60897.0,3,55.79,5,ok,X1
100608,1471,North,Electronics,25.0,87740.0,7,12.54,5,review,X1
100765,1038,West,Electronics,10.0,76721.0,7,27.58,10,manual,X1
100249,1518,North,Clothing,14.0,51528.0,5,66.13,5,,Z9
100587,1471,South,Electronics,38.0,91192.0,5,36.84,0,ok,Z9
100663,1149,West,Sports,50.0,103052.0,7,31.47,0,ok,A0
100140,1176,South,Sports,38.0,71825.0,1,53.82,0,ok,Z9
100399,1472,North,Home,29.0,59042.0,3,28.73,0,review,X1
100567,1310,East,Home,53.0,,3,39.37,20,ok,Z9
100537,1192,East,Grocery,42.0,54308.0,3,$32.47,0,manual,X1
100347,1287,East,Electronics,30.0,81055.0,1,65.05,0,ok,X1
100557,1525,North,Grocery,40.0,64786.0,4,28.2,10,manual,??
100150,1299,East,Clothing,42.0,59338.0,6,35.05,5,ok,X1
100489,1311,East,Sports,34.0,"60,038",6,5.3,10,review,X1
100099,1007,North,Electronics,23.0,40707.0,4,63.24,10,ok,??
100544,1438,South,Electronics,42.0,71417.0,3,36.48,0,ok,A0
100124,1406,South,Electronics,32.0,49261.0,7,26.11,0,ok,A0
100451,1524,West,Clothing,47.0,73100.0,5,38.33,0,manual,A0
100141,1167,East,Home,45.0,74949.0,7,40.18,0,ok,X1
100021,1118,South,Home,,26372.0,5,23.35,5,manual,??
100775,1188,West,Grocery,30.0,83727.0,4,62.06,0,ok,A0
100348,1470,East,Clothing,32.0,52454.0,1,20.05,0,manual,X1
100352,1539,West,Electronics,38.0,81743.0,5,42.92,15,ok,X1
100049,1156,North,Clothing,66.0,97421.0,7,15.07,10,review,Z9
100448,1400,North,Home,31.0,77212.0,4,49.71,0,manual,Z9
100644,1109,North,Grocery,43.0,50623.0,4,42.23,10,manual,Z9
100875,1307,West,Electronics,38.0,92424.0,4,43.77,0,ok,X1
100495,1158,North,Grocery,66.0,62263.0,4,64.21,15,ok,X1
100050,1479,East,Clothing,36.0,59978.0,2,73.64,15,ok,Z9
100424,1387,South,Home,36.0,63852.0,6,$80.61,10,ok,X1
100838,1442,West,Home,16.0,90342.0,2,40.49,15,ok,??
100576,1346,West,Electronics,34.0,22382.0,5,49.18,0,review,??
100526,1239,South,Grocery,54.0,87546.0,6,42.05,0,ok,X1
100354,1055,West,Sports,-5.0,77364.0,2,60.46,0,ok,A0
100693,1448,West,Grocery,42.0,60479.0,5,17.53,15,ok,X1
100026,1506,South,ELECTRONICS,52.0,67036.0,4,45.24,0,manual,Z9
100667,1144,West,Home,55.0,83773.0,1,40.56,0,ok,??
100253,1411,West,Home,34.0,62612.0,4,37.16,5,ok,A0
100713,1171,East,Grocery,24.0,61438.0,5,12.85,0,,Z9
100736,1557,North,Clothing,57.0,46485.0,7,46.14,5,ok,X1
100365,1017,South,Grocery,36.0,73099.0,3,44.45,10,manual,??
100891,1063,North,Grocery,48.0,83253.0,4,49.13,5,review,Z9
100643,1292,East,Grocery,38.0,34766.0,6,28.2,20,ok,??
100272,1158,West,Electronics,39.0,58095.0,1,69.97,0,ok,??
100466,1301,East,Grocery,28.0,83948.0,7,48.23,0,ok,X1
100240,1482,East,Grocery,30.0,32882.0,5,44.92,0,ok,X1
100310,1294,North,Clothing,18.0,4226.0,2,40.71,15,ok,A0
100053,1456,East,Electronics,45.0,84377.0,2,73.62,5,manual,Z9
100596,1597,West,Home,230.0,35779.0,3,57.73,10,manual,A0
100390,1424,North,Clothing,40.0,31098.0,5,59.22,5,ok,Z9
100866,1031,East,Clothing,35.0,72856.0,7,,0,review,Z9
100285,1398,East,Grocery,37.0,32144.0,4,50.4,10,ok,Z9
100232,1479,East,Electronics,42.0,110399.0,2,66.49,0,ok,Z9
100155,1072,North,Grocery,63.0,69263.0,3,35.88,5,ok,X1
100278,1589,East,ELECTRONICS,50.0,58137.0,1,27.82,5,manual,Z9
100763,1402,East,Grocery,9.0,19288.0,6,37.07,5,ok,Z9
100129,1026,East,Home,22.0,110299.0,1,34.18,10,review,A0
100344,1171,South,Clothing,44.0,86526.0,3,64.88,5,manual,A0
100331,1176,North,Clothing,35.0,42329.0,3,41.7,0,ok,Z9
100559,1313,North,Grocery,59.0,61634.0,5,30.17,5,ok,A0
100306,1238,West,Home,42.0,74615.0,3,49.32,15,ok,??
100273,1224,West,Grocery,50.0,50486.0,3,49.19,150,manual,??
100062,1065,North,Sports,37.0,82846.0,2,54.79,5,review,??
100784,1381,West,Clothing,55.0,75007.0,3,66.41,5,ok,X1
100580,1402,East,Sports,34.0,66299.0,3,37.54,0,manual,??
100514,1420,West,Clothing,15.0,90975.0,7,31.31,10,,Z9
100861,1275,South,Grocery,18.0,43056.0,7,53.61,0,ok,X1
100575,1024,South,,38.0,42909.0,1,48.91,10,ok,A0
100731,1072,West,Grocery,37.0,27928.0,6,38.52,0,ok,A0
100651,1420,North,Home,36.0,64789.0,4,54.32,15,ok,A0
100111,1190,North,Electronics,34.0,40691.0,5,20.42,10,ok,A0
100689,1184,West,Clothing,40.0,26714.0,4,37.38,0,review,??
100573,1098,West,Grocery,48.0,56177.0,1,22.5,0,manual,X1
100579,1588,North,Grocery,24.0,89854.0,7,42.94,15,ok,Z9
100808,1016,South,Grocery,31.0,87758.0,2,21.74,0,ok,A0
100654,1292,West,Sports,,65600.0,5,47.85,0,manual,??
100671,1096,North,Clothing,47.0,66352.0,5,24.33,10,,??
100436,1091,West,Home,36.0,91291.0,3,5.83,20,manual,??
100600,1548,North,Grocery,44.0,53639.0,6,41.5,10,ok,A0
100427,1319,West,Grocery,31.0,54702.0,5,61.56,0,ok,A0
100840,1500,North,Home,13.0,104408.0,2,12.1,5,ok,Z9
100836,1149,East,Electronics,45.0,73055.0,6,,0,ok,??
100197,1165,South,Home,,54463.0,6,39.79,0,ok,Z9
100627,1218,East,Clothing,38.0,52630.0,7,19.89,5,ok,A0
100068,1408,South,Clothing,30.0,49578.0,5,54.78,0,manual,??
100368,1205,East,Home,52.0,4244.0,1,51.11,0,ok,??
100593,1377,West,Grocery,21.0,"40,834",5,47.91,20,manual,A0
100730,1500,North,Clothing,34.0,67222.0,1,50.65,10,ok,??
100187,1521,West,Electronics,34.0,95507.0,4,71.58,5,ok,??
100818,1343,West,Grocery,30.0,83326.0,1,44.74,5,manual,Z9
100330,1097,North,Grocery,37.0,94541.0,4,22.87,5,ok,??
100342,1377,South,,23.0,55925.0,6,37.91,0,ok,Z9
100420,1066,East,Home,37.0,95139.0,4,77.18,5,ok,Z9
100313,1583,East,Clothing,30.0,97177.0,1,18.3,5,review,??
100630,1424,North,Electronics,45.0,65165.0,2,65.07,5,review,A0
100392,1072,South,Grocery,23.0,81126.0,2,23.53,20,ok,A0
100194,1430,East,Clothing,41.0,39429.0,6,49.87,10,ok,??
100876,1071,East,Home,49.0,88556.0,6,32.79,0,review,A0
100821,1210,South,Grocery,46.0,91979.0,6,24.94,20,ok,X1
100623,1036,North,Grocery,27.0,16947.0,7,36.29,10,ok,Z9
100224,1419,East,Sports,52.0,79329.0,7,27.04,0,ok,X1
100680,1207,East,,24.0,50680.0,5,67.37,5,review,A0
100051,1283,South,Grocery,46.0,96961.0,7,37.26,15,ok,X1
100858,1548,East,Sports,46.0,,5,30.19,5,ok,A0
100242,1346,East,Electronics,230.0,19195.0,1,33.61,15,ok,??
100075,1101,South,Sports,21.0,55845.0,4,20.45,15,ok,X1
100219,1283,South,Sports,22.0,50965.0,7,14.76,0,ok,Z9
100222,1016,North,Grocery,48.0,94642.0,2,25.35,10,review,A0
100444,1374,West,Grocery,19.0,100514.0,3,47.24,0,ok,Z9
100656,1449,North,Grocery,36.0,111412.0,4,40.84,15,ok,Z9
100749,1542,South,Grocery,51.0,87529.0,5,50.06,10,ok,A0
100359,1234,North,Grocery,52.0,78407.0,2,47.05,0,ok,??
100319,1582,South,Sports,38.0,72334.0,5,64.68,0,manual,X1
100553,1560,East,Home,27.0,82014.0,2,49.67,0,ok,Z9
100369,1232,West,Home,41.0,77729.0,5,11.6,5,ok,X1
100591,1303,North,Grocery,27.0,47899.0,1,48.29,0,manual,A0
100787,1384,South,Grocery,49.0,49015.0,3,37.67,0,ok,??
100004,1279,North,Electronics,43.0,72669.0,2,38.09,0,manual,Z9
100282,1470,North,Sports,31.0,56200.0,4,60.37,5,manual,A0
100006,1206,East,Electronics,46.0,64156.0,7,26.92,0,ok,??
100873,1152,East,Clothing,41.0,85146.0,5,49.88,20,manual,??
100128,1443,East,Sports,40.0,98769.0,1,35.36,10,ok,Z9
100248,1252,North,Grocery,27.0,66551.0,5,57.42,10,ok,A0
100564,1563,North,Clothing,50.0,78615.0,7,44.8,0,ok,X1
100015,1067,South,Sports,33.0,85101.0,2,25.84,0,ok,Z9
100125,1338,North,Grocery,43.0,67470.0,4,68.04,20,review,A0
